5

1 5 10
1828 493 87 172
1829 90 15 492
1831 173 91 442
1833 982 27 29
1833 490 65 181
1833 988 68 395
1833 398 74 410
1836 144 52 253
1837 98 42 412
1839 811 63 90
1840 53 13 58
1840 978 49 204
1841 555 100 393
1842 659 14 15
1843 355 79 120
1843 736 17 218
1845 19 42 91
1849 728 63 364
1857 24 32 317
1858 797 87 431
1861 846 80 339
1862 157 84 114
1863 753 34 239
1864 876 77 424
1866 701 44 496
1868 887 19 184
1870 524 71 78
1871 36 29 384
1871 131 74 422
1873 605 22 265
1873 455 10 270
1874 814 39 222
1874 87 75 424
1876 15 38 277
1877 19 43 109
1877 574 59 266
1878 385 77 191
1880 882 50 77
1880 569 31 462
1882 666 55 223
1882 649 31 258
1882 460 58 265
1882 483 45 270
1888 143 41 409
1890 449 73 431
1891 816 18 72
1891 962 17 484
1895 93 42 121
1899 648 33 95
1899 668 26 272
1900 472 64 177
1900 91 94 442
1904 225 76 219
1905 147 33 184
1910 528 71 219
1911 409 30 128
1911 450 57 424
1912 348 29 344
1912 798 12 398
1913 774 60 313
1915 63 30 58
1916 710 40 105
1917 161 27 213
1918 501 42 287
1919 615 41 351
1920 255 10 399
1922 116 86 254
1923 929 28 295
1925 652 84 250
1931 303 82 254
1934 732 74 228
1934 760 54 339
1935 212 35 337
1936 363 96 499
1939 883 58 367
1941 931 79 81
1942 694 30 121
1942 908 67 262
1942 18 11 414
1943 374 11 127
1944 898 99 139
1948 940 74 473
1949 60 32 440
1950 442 84 197
1953 167 51 365
1954 174 54 263
1954 12 63 344
1955 848 29 216
1955 663 84 285
1963 189 32 38
1963 190 73 241
1963 51 44 288
1968 395 29 68
1969 500 59 273
1969 209 14 342
1970 86 92 405
1974 689 54 292
1976 869 64 228
1977 278 46 156
1977 243 79 327
1978 832 81 110
1981 473 37 97
1984 974 78 213
1985 303 82 188
1985 258 83 385
1988 603 55 113
1989 782 68 255
1990 561 14 198
1991 311 13 194
1992 602 62 136
1994 984 35 72
1994 934 44 460
2001 300 57 140
2001 385 81 290
2002 489 88 212
2003 320 45 435
2006 222 21 124
2007 382 39 156
2008 744 80 96
2008 109 90 99
2009 406 92 143
2010 348 14 19
2010 309 12 202
2014 625 26 172
2019 381 60 68
2020 763 15 329
2021 740 34 100
2026 158 58 431
2028 361 25 204
2029 624 80 247
2030 874 87 446
2034 639 73 129
2035 687 15 338
2035 753 80 398
2045 699 94 484
2046 171 29 262
2049 426 10 476
2050 179 68 139
2050 219 66 215
2051 397 57 120
2051 36 12 213
2051 634 30 275
2054 629 64 390
2056 910 79 95
2056 543 84 391
2057 110 28 179
2058 51 61 64
2058 43 73 205
2059 468 16 294
2063 419 82 141
2063 443 27 343
2065 353 49 136
2067 38 81 293
2075 569 60 290
2079 796 71 132
2080 47 31 105
2080 974 53 281
2082 473 31 55
2082 913 19 101
2083 673 92 225
2083 716 24 462
2084 431 25 93
2087 500 65 386
2088 172 86 123
2091 219 83 177
2091 502 44 477
2092 440 30 333
2095 610 19 65
2095 688 77 252
2096 204 51 198
2098 410 43 252
2098 702 73 387
2100 318 54 139
2101 54 24 80
2101 149 93 143
2101 508 64 424
2102 897 52 226
2102 881 61 474
2103 485 40 363
2105 848 79 339
2108 111 42 322
2111 938 26 99
2112 538 33 400
2113 372 48 474
2115 405 59 325
2115 360 21 462
2118 543 17 44
2120 170 94 138
2121 190 26 149
2122 562 94 292
2129 932 60 149
2130 385 60 204
2131 594 83 253
2132 280 86 298
2133 437 10 174
2133 501 41 406
2138 379 65 189
2138 134 96 233
2141 509 28 386
2143 423 50 163
2145 755 60 240
2145 396 28 310
2146 714 84 227
2146 559 80 397
2147 490 74 477
2148 823 48 391
2148 259 10 443
2150 985 89 286
2150 236 76 358
2152 917 98 216
2154 66 90 178
2154 710 78 244
2154 939 47 323
2156 807 36 266
2160 335 21 190
2162 487 95 164
2163 334 15 497
2165 596 39 305
2166 189 24 355
2167 223 62 395
2168 87 39 235
2169 967 73 333
2170 787 62 438
2171 45 96 452
2172 194 22 495
2173 90 73 165
2173 724 57 305
2175 439 70 123
2175 698 72 347
2177 627 81 222
2178 146 35 193
2182 809 37 78
2183 564 51 295
2184 452 22 307
2185 516 78 439
2193 38 66 273
2193 220 88 478
2194 213 88 434
2195 610 58 444
2197 880 93 446
2198 944 32 358
2198 753 69 480
2199 690 79 434
2204 66 85 331
2205 496 69 237
2206 863 71 472
2207 553 53 120
2209 138 47 102
2209 235 50 259
2210 114 42 492
2211 291 78 358
2212 882 29 171
2212 607 50 448
2213 391 35 351
2214 112 19 30
2215 635 99 196
2215 482 99 319
2216 522 24 232
2218 869 86 328
2220 709 30 39
2220 384 22 122
2220 694 32 241
2223 810 72 260
2225 782 16 240
2227 464 87 381
2227 659 14 468
2229 662 65 132
2231 383 91 228
2234 865 29 327
2237 480 23 464
2241 41 81 88
2241 416 30 266
2242 641 62 381
2247 180 47 400
2249 83 62 139
2250 536 56 348
2253 579 72 349
2253 440 83 456
2255 941 64 274
2255 350 53 441
2261 236 82 94
2263 447 37 340
2263 455 96 500
2264 800 23 320
2266 187 70 288
2267 965 70 198
2268 967 39 260
2268 699 70 429
2269 293 69 72
2272 719 35 437
2273 331 83 318
2273 116 36 455
2277 109 43 290
2278 819 44 81
2279 175 65 141
2280 315 51 447
2284 519 64 359
2285 432 17 118
2285 251 94 334
2285 312 19 458
2287 99 47 369
2290 955 62 172
2291 535 56 471
2294 387 96 277
2297 793 73 369
2299 121 39 66
2300 684 14 72
2300 807 56 176
2301 500 24 264
2304 770 71 226
2304 663 23 378
2304 255 74 405
2306 982 75 162
2310 744 69 276
2313 389 16 196
2315 160 38 135
2319 224 88 405
2319 797 68 487
2320 336 55 192
2321 286 74 162
2324 825 47 87
2324 69 58 161
2324 24 84 453
2328 145 32 126
2329 62 14 495
2330 647 64 72
2330 564 98 187
2330 584 62 199
2330 997 69 228
2330 862 96 233
2330 615 14 457
2332 455 51 466
2334 109 33 173
2336 348 59 176
2338 517 28 232
2340 719 90 243
2343 158 40 314
2345 865 27 129
2346 91 93 128
2353 901 99 286
2356 350 38 70
2357 327 98 458
2360 861 81 321
2366 232 19 179
2368 923 79 127
2372 363 84 315
2374 317 42 100
2375 674 76 403
2376 944 92 327
2377 425 56 147
2379 838 57 456
2380 815 95 184
2382 735 39 312
2384 258 75 180
2385 763 56 147
2386 570 23 81
2389 332 31 425
2389 799 93 468
2390 305 29 82
2394 374 44 318
2395 384 11 479
2396 891 15 383
2397 434 47 356
2398 397 26 60
2398 907 63 416
2398 645 65 472
2399 786 78 127
2399 843 75 410
2401 206 44 412
2402 199 96 284
2403 978 39 65
2405 652 67 213
2408 576 35 153
2409 119 54 430
2410 145 17 309
2410 276 45 372
2414 601 30 302
2414 309 39 432
2416 160 30 236
2418 798 25 474
2421 170 52 483
2423 211 15 499
2427 190 19 314
2430 970 89 173
2433 992 17 187
2434 331 85 176
2436 441 93 478
2437 90 74 440
2441 945 48 463
2442 379 74 477
2444 834 54 107
2444 921 35 329
2446 719 43 396
2449 773 91 194
2451 264 37 95
2452 310 72 243
2452 620 68 260
2452 983 23 373
2456 243 94 304
2458 66 90 381
2460 677 13 380
2462 54 69 115
2464 225 90 454
2465 694 18 93
2465 484 41 236
2466 245 59 161
2466 151 19 290
2467 402 82 313
2467 683 79 440
2468 996 83 196
2468 173 17 224
2468 418 65 288
2474 779 48 89
2477 334 17 39
2479 710 91 338
2480 463 14 305
2483 643 23 417
2485 171 36 310
2485 739 12 485
2489 724 96 236
2491 943 40 200
2493 942 12 76
2493 676 55 373
2497 111 55 57
2502 581 15 272
2507 310 27 108
2512 330 62 63
2514 852 82 283
2517 378 30 134
2518 683 39 411
2521 163 22 101
2522 844 90 216
2523 166 13 94
2524 811 76 114
2524 148 59 154
2524 442 56 311
2529 898 40 136
2529 446 39 474
2530 42 96 190
2530 633 95 420
2531 99 77 256
2531 533 77 424
2531 380 10 491
2532 177 80 94
2532 714 11 312
2536 250 37 314
2536 49 83 380
2538 939 12 305
2538 819 45 345
2538 505 22 439
2539 556 40 373
2541 320 46 226
2544 114 35 305
2545 157 81 224
2546 694 16 408
2550 958 41 483
2557 466 85 216
2558 275 10 139
2559 977 66 491
2560 392 23 109
2562 503 34 79
2567 42 44 311
2568 258 51 258
2568 553 30 478
2571 109 28 152
2571 558 87 257
2571 12 65 347
2572 277 95 334
2574 829 66 104
2577 43 34 324
2578 334 59 66
2579 200 20 358
2580 347 50 288
2582 762 96 262
2586 462 98 341
2586 183 95 454
2587 819 89 360
2588 954 31 235
2589 562 18 232
2591 250 32 356
2594 438 32 464
2595 16 52 380
2595 361 68 436
2595 673 65 500
2597 466 90 278
2597 102 27 443
2601 269 55 140
2605 806 99 215
2607 23 33 130
2609 111 74 423
2610 897 61 422
2611 746 95 275
2611 883 87 320
2612 968 66 112
2614 78 22 50
2614 588 26 91
2616 886 73 226
2616 404 26 260
2617 910 72 101
2617 811 27 283
2617 512 38 413
2621 514 31 82
2621 898 28 217
2622 355 18 203
2623 157 54 270
2625 580 15 74
2625 550 29 428
2627 349 92 190
2627 137 63 360
2628 934 67 284
2630 403 62 111
2632 823 21 199
2633 338 65 170
2633 816 69 274
2633 900 53 306
2634 377 87 128
2634 905 60 469
2635 336 98 495
2636 70 57 427
2637 627 13 28
2637 517 42 345
2637 418 39 357
2637 171 13 360
2638 417 55 166
2640 739 60 323
2641 28 53 67
2641 62 99 376
2642 99 82 156
2642 499 14 175
2642 867 99 341
2642 283 88 359
2644 103 61 271
2647 688 46 401
2648 791 73 104
2654 445 88 330
2654 940 56 475
2656 147 29 74
2657 190 36 52
2657 31 39 462
2661 839 30 109
2661 542 90 153
2662 22 89 160
2662 259 63 500
2663 628 88 136
2665 73 16 314
2668 922 91 189
2668 27 16 203
2669 701 93 298
2669 734 92 391
2670 280 81 465
2673 237 41 270
2677 37 85 162
2678 957 96 312
2679 397 27 333
2680 908 60 254
2686 490 68 380
2687 634 12 72
2687 286 84 124
2690 796 46 324
2691 583 14 315
2691 931 64 338
2701 320 56 264
2701 357 71 433
2703 79 37 259
2704 217 65 274
2705 572 34 159
2706 233 67 215
2706 541 80 347
2706 450 100 413
2709 656 29 469
2711 285 47 365
2712 44 69 286
2715 675 59 412
2719 903 39 75
2719 61 63 449
2720 464 88 470
2723 73 29 184
2723 685 20 276
2723 216 19 304
2725 303 65 262
2726 893 17 339
2727 404 71 345
2730 368 44 167
2734 417 75 338
2735 799 28 353
2736 609 69 133
2736 107 61 184
2736 850 22 233
2739 342 97 141
2739 798 31 497
2741 676 24 110
2741 427 69 167
2742 338 52 286
2747 619 35 57
2747 474 89 432
2748 319 99 440
2749 706 66 476
2758 174 79 249
2762 675 19 468
2762 698 18 484
2764 27 17 167
2764 672 41 411
2768 270 61 190
2773 336 33 405
2775 251 77 287
2775 843 69 365
2777 995 66 371
2778 700 85 141
2781 277 91 387
2784 508 22 133
2788 60 75 283
2789 301 32 426
2790 18 91 341
2790 460 62 382
2792 832 70 194
2792 155 61 299
2795 651 72 74
2796 438 94 439
2797 328 61 146
2798 97 47 341
2801 455 71 95
2804 911 40 332
2808 682 86 395
2813 634 68 137
2813 870 41 400
2820 645 91 192
2824 881 74 309
2826 584 60 315
2828 669 46 351
2829 283 59 162
2830 94 14 321
2830 689 29 335
2832 581 71 407
2834 418 59 238
2834 956 87 303
2836 546 89 188
2837 593 81 435
2837 501 85 440
2839 769 14 85
2840 343 93 229
2845 710 51 98
2846 426 100 251
2847 113 96 383
2849 343 42 386
2849 599 68 469
2851 194 28 142
2851 595 84 381
2853 971 50 239
2854 214 100 441
2856 276 34 184
2856 729 89 258
2858 969 13 231
2861 957 96 257
2864 112 18 360
2869 202 18 166
2869 622 46 462
2869 288 57 490
2871 975 26 99
2873 14 82 442
2877 893 82 272
2877 37 11 301
2879 799 93 264
2883 412 40 161
2885 240 29 338
2888 823 65 75
2890 665 89 242
2891 349 17 165
2893 495 22 429
2895 221 69 494
2899 546 83 318
2901 787 97 192
2902 580 53 235
2903 120 24 434
2905 341 82 210
2909 59 84 296
2910 406 49 53
2910 731 81 380
2912 408 44 306
2918 554 86 137
2921 371 52 476
2924 286 21 414
2931 951 20 426
2933 744 80 203
2933 810 37 354
2935 859 72 314
2935 272 80 408
2939 722 64 187
2939 627 21 310
2940 595 35 452
2941 441 16 470
2942 649 89 369
2945 369 79 333
2945 583 35 373
2947 963 52 150
2948 512 42 105
2950 995 78 477
2951 301 32 77
2952 994 20 174
2954 221 57 376
2955 853 15 316
2957 398 46 117
2958 327 11 294
2966 393 82 427
2967 342 90 356
2969 495 39 118
2972 331 28 103
2972 348 63 494
2974 562 97 148
2975 513 82 374
2978 122 75 126
2978 688 51 187
2979 199 51 377
2982 792 43 342
2984 219 92 139
2984 265 79 361
2987 176 62 136
2990 787 51 367
2991 928 66 472
2992 179 23 436
2997 850 50 184
2997 223 51 477
3004 653 30 372
3005 189 100 274
3007 241 71 235
3008 175 74 204
3014 669 26 419
3014 310 89 490
3015 173 40 229
3015 267 60 239
3025 249 14 282
3026 612 92 375
3029 995 73 282
3032 570 42 97
3034 734 58 460
3035 814 70 193
3036 253 71 474
3037 254 61 474
3038 934 67 97
3039 770 44 345
3041 534 19 161
3041 234 78 261
3042 18 30 335
3044 509 22 425
3048 701 77 97
3050 64 62 69
3051 773 25 463
3052 21 34 189
3053 811 45 191
3057 677 91 419
3058 523 96 301
3066 211 52 62
3066 739 17 431
3067 417 76 391
3070 386 22 492
3071 465 41 247
3077 217 45 376
3079 795 16 55
3079 809 77 492
3082 392 16 63
3090 958 79 200
3091 128 96 111
3093 532 37 478
3095 188 84 313
3096 662 45 424
3097 819 41 121
3098 584 97 181
3100 243 20 400
3101 933 83 175
3101 123 93 417
3104 331 12 313
3105 847 90 294
3105 435 84 310
3108 901 83 434
3110 852 86 473
3114 517 33 140
3114 410 40 263
3115 227 48 334
3116 47 35 141
3117 886 30 416
3120 867 25 349
3121 784 71 364
3123 555 70 435
3125 328 61 71
3136 456 34 115
3137 875 76 362
3139 72 19 222
3139 955 99 299
3145 887 98 283
3146 93 96 211
3149 939 53 157
3150 152 98 183
3154 140 29 141
3155 637 24 158
3155 935 75 391
3156 682 67 75
3156 657 30 404
3158 86 75 326
3163 311 15 201
3165 76 35 188
3167 868 20 26
3169 670 88 113
3169 428 70 320
3175 711 88 261
3177 628 87 481
3179 44 64 107
3180 912 99 314
3181 190 21 48
3182 467 84 124
3185 448 89 257
3185 982 100 474
3191 822 63 216
3192 107 16 120
3194 786 33 161
3196 498 95 112
3202 848 60 431
3206 876 11 38
3213 554 88 310
3215 11 22 126
3217 125 19 67
3217 738 32 254
3219 854 31 334
3220 675 35 96
3229 120 26 190
3229 635 70 326
3229 782 33 353
3236 721 12 73
3236 952 97 347
3236 68 95 493
3246 442 80 189
3247 480 21 145
3249 596 13 416
3251 254 37 161
3252 163 26 475
3253 122 64 365
3253 101 10 495
3254 982 45 191
3255 740 82 160
3258 574 78 280
3258 963 93 468
3259 993 22 332
3260 202 85 427
3261 669 15 284
3268 813 18 307
3273 12 15 100
3283 159 20 489
3287 365 78 148
3295 456 79 373
3295 885 21 377
3295 737 62 413
3295 144 98 479
3297 699 60 293
3298 742 71 316
3299 292 26 174
3299 721 44 212
3301 889 77 88
3304 732 35 164
3305 857 42 58
3307 621 40 225
3307 296 59 405
3308 324 61 104
3308 124 68 314
3312 884 50 363
3313 424 99 135
3313 504 66 288
3314 739 13 137
3315 335 66 389
3320 139 74 270
3321 501 39 80
3322 471 65 466
3323 578 39 357
3324 552 11 199
3326 852 47 406
3327 614 56 372
3327 248 67 405
3339 12 25 178
3339 239 73 230
3340 168 78 140
3341 967 42 58
3346 858 20 307
3348 409 32 65
3350 669 76 361
3352 672 33 49
3352 361 89 284
3354 613 26 44
3354 108 25 261
3355 370 50 274
3363 104 41 248
3363 126 41 461
3364 250 13 122
3366 774 27 53
3368 232 55 398
3369 919 23 386
3369 387 41 398
3373 940 59 127
3374 511 19 201
3374 232 56 348
3377 603 97 247
3378 781 55 407
3378 960 41 494
3380 669 89 443
3381 585 58 238
3386 392 11 170
3388 892 97 380
3389 175 99 492
3395 248 20 233
3397 98 76 330
3397 934 85 336
3401 471 95 201
3401 487 10 232
3401 85 17 244
3402 159 55 245
3404 541 61 281
3405 760 92 272
3408 32 84 199
3414 294 60 88
3416 141 40 353
3420 272 28 151
3422 597 74 97
3423 665 54 209
3425 799 55 208
3430 160 18 290
3436 184 85 89
3437 662 12 110
3439 485 92 387
3442 867 65 457
3443 435 38 229
3443 368 91 374
3445 688 48 479
3447 158 40 219
3447 857 53 278
3448 693 16 22
3449 651 53 84
3449 135 83 389
3449 517 16 474
3451 326 25 436
3453 159 43 308
3454 182 90 366
3455 327 64 85
3455 530 42 137
3458 787 50 115
3466 138 88 233
3470 737 75 223
3470 617 77 496
3474 769 42 400
3475 724 34 113
3475 333 49 302
3476 130 54 200
3477 539 32 344
3478 486 61 181
3479 296 76 350
3479 196 92 352
3489 733 76 119
3496 494 66 69
3496 750 88 370
3498 226 83 157
3505 705 89 358
3508 939 49 214
3508 921 57 471
3515 51 34 63
3523 958 19 87
3524 887 98 333
3525 375 61 241
3525 636 76 343
3526 726 100 146
3529 974 83 124
3530 437 63 237
3532 764 70 218
3533 395 44 428
3536 149 80 464
3538 234 24 168
3540 54 97 128
3541 310 43 185
3544 888 73 79
3544 743 49 470
3546 792 55 261
3553 187 84 309
3555 755 59 326
3556 757 89 282
3558 225 68 474
3560 784 92 225
3566 536 21 345
3570 261 59 338
3572 969 87 189
3572 272 79 190
3572 261 53 283
3574 769 41 308
3577 74 40 269
3579 63 30 213
3579 776 76 389
3580 916 43 252
3581 282 31 379
3582 105 31 343
3584 796 83 370
3585 790 31 484
3587 453 85 194
3588 390 89 108
3588 86 54 368
3592 985 87 205
3592 526 27 225
3594 192 98 358
3596 277 90 478
3598 993 51 299
3599 596 63 187
3600 479 79 399
3603 599 31 356
3605 213 67 290
3607 727 38 383
3609 83 24 263
3610 796 34 60
3611 51 15 270
3618 43 77 119
3618 954 44 469
3623 654 34 37
3625 634 58 272
3630 558 82 269
3633 117 33 117
3633 535 10 158
3633 67 100 458
3637 935 74 325
3638 345 89 432
3640 78 39 492
3644 945 16 304
3649 378 99 220
3651 416 68 197
3654 269 88 338
3655 282 64 272
3658 171 12 367
3661 325 96 404
3662 885 67 154
3662 320 75 189
3669 454 70 182
3669 974 13 273
3669 323 77 441
3671 462 10 62
3671 156 51 436
3672 766 65 189
3674 257 47 314
3677 694 49 57
3678 247 57 371
3679 827 75 453
3680 224 85 124
3683 560 64 207
3685 635 47 323
3689 85 48 94
3695 100 84 121
3695 927 40 367
3695 688 51 436
3700 307 50 249
3702 910 40 152
3706 498 49 215
3708 756 100 485
3709 529 45 260
3709 71 30 278
3717 283 57 499
3719 712 41 288
3724 97 23 38
3734 647 14 159
3734 493 65 255
3734 663 95 388
3735 536 45 50
3744 844 32 41
3747 637 54 366
3751 775 31 282
3751 85 56 498
3755 722 42 127
3755 703 86 394
3755 407 18 495
3759 631 62 126
3766 674 31 284
3766 147 69 332
3772 532 84 100
3773 633 86 440
3773 352 43 491
3774 346 69 176
3777 471 36 168
3782 873 99 318
3790 13 86 418
3792 689 86 338
3795 594 14 183
3796 189 14 25
3797 164 69 112
3801 565 33 401
3802 963 47 183
3804 588 31 466
3808 373 51 379
3809 910 67 436
3810 468 69 365
3815 901 21 297
3815 337 24 388
3817 171 67 121
3817 628 58 122
3817 278 14 400
3820 452 79 295
3821 643 87 443
3825 142 48 377
3832 144 63 63
3832 249 92 190
3832 900 53 349
3834 992 69 301
3835 664 99 266
3841 29 45 247
3842 315 49 382
3843 873 43 392
3846 501 44 184
3847 905 90 426
3853 565 14 395
3854 678 78 470
3857 629 21 33
3862 686 93 434
3862 876 68 450
3869 880 17 361
3871 792 75 461
3872 833 69 126
3872 766 66 148
3873 377 26 141
3874 112 99 186
3881 557 24 463
3887 20 57 309
3888 227 26 478
3891 894 88 114
3898 570 98 116
3900 582 19 67
3905 138 83 287
3905 521 68 307
3910 895 40 134
3912 781 25 102
3914 972 90 452
3917 396 89 499
3918 67 49 343
3919 626 95 95
3919 865 30 332
3921 605 45 63
3922 390 37 485
3923 259 96 337
3924 823 58 245
3927 696 71 155
3928 394 31 435
3930 916 77 391
3931 503 25 331
3932 159 52 168
3932 306 83 379
3935 816 79 223
3935 958 65 418
3937 441 51 258
3938 101 49 449
3939 552 19 256
3941 346 33 233
3943 614 84 354
3951 906 49 124
3953 189 80 296
3960 949 20 143
3961 642 22 216
3962 74 92 319
3963 896 81 336
3963 815 70 470
3964 1000 22 93
3968 108 50 64
3969 396 34 219
3970 31 91 442
3973 29 17 35
3981 226 11 448
3983 875 96 471
3984 523 39 106
3985 270 90 152
3987 643 91 265
3987 309 98 337
3988 955 16 491
3989 184 81 222
3992 437 73 473
3993 145 77 490
3994 374 91 226
3996 970 58 192
3997 577 65 111
3997 550 32 429
3998 201 72 386
4000 269 18 336
4002 628 23 182
4002 342 33 380
4005 933 63 206
4005 888 75 463
4011 540 61 467
4012 285 45 72
4015 119 100 207
4016 297 92 94
4016 13 29 334
4017 100 57 310
4020 299 85 338
4022 970 15 63
4023 496 15 498
4027 194 99 403
4028 105 67 112
4028 816 74 183
4030 783 73 207
4032 914 22 57
4032 83 26 477
4036 427 25 142
4039 377 53 67
4039 395 59 168
4042 69 14 319
4045 388 58 226
4046 473 46 174
4049 465 61 147
4052 677 57 407
4053 700 55 256
4054 769 26 51
4057 469 99 410
4059 518 83 285
4061 347 94 489
4062 853 51 207
4063 107 61 440
4064 341 74 206
4068 459 38 381
4071 315 31 264
4071 41 92 339
4072 816 22 246
4072 258 92 453
4075 906 42 232
4080 201 26 453
4085 953 92 345
4086 872 28 397
4087 844 11 437
4089 184 57 158
4089 575 89 177
4094 433 31 364
4097 389 74 228
4104 281 89 470
4108 435 63 111
4109 659 97 425
4111 792 53 243
4113 809 74 273
4114 442 73 307
4116 842 73 488
4117 50 39 239
4120 37 12 416
4122 134 14 468
4123 513 33 482
4124 211 40 274
4126 20 87 305
4127 217 32 220
4127 144 25 442
4128 58 10 34
4130 967 56 209
4130 595 69 427
4133 661 80 367
4133 964 35 451
4133 333 42 482
4135 845 61 478
4138 810 62 299
4138 597 68 390
4139 576 76 448
4145 794 74 287
4147 351 50 413
4148 868 46 173
4154 647 58 113
4157 55 73 102
4162 452 61 61
4162 394 93 110
4165 744 97 102
4167 209 38 386
4170 351 74 448
4171 289 30 465
4173 454 77 279
4173 636 23 456
4180 972 30 90
4180 315 97 119
4180 182 57 254
4185 767 62 105
4186 668 14 298
4186 805 56 402
4189 840 77 360
4191 685 26 296
4197 986 82 153
4198 25 20 75
4198 187 32 476
4199 539 57 184
4201 684 14 158
4203 881 26 348
4204 66 22 257
4205 928 46 75
4205 230 69 261
4206 117 86 393
4209 475 84 136
4209 380 30 491
4213 962 87 95
4213 781 10 460
4215 375 29 295
4216 821 98 189
4218 963 12 303
4225 167 10 457
4229 596 74 211
4231 167 77 141
4238 306 51 163
4242 766 30 408
4245 434 28 65
4245 962 80 418
4248 127 26 321
4250 284 46 82
4251 585 88 119
4253 858 12 192
4256 770 44 296
4258 39 72 78
4259 907 83 485
4262 809 50 299
4262 100 22 497
4263 721 15 272
4265 947 31 223
4266 618 16 166
4266 245 95 421
4269 775 24 161
4271 314 24 133
4271 43 73 298
4273 256 71 319
4277 85 58 163
4278 447 76 261
4279 270 40 344
4279 954 13 475
4281 32 31 237
4282 795 29 298
4288 264 12 378
4290 809 61 303
4290 649 99 458
4294 117 80 83
4299 156 16 172
4300 645 30 59
4304 38 78 112
4304 788 57 280
4304 268 85 364
4309 212 46 84
4309 591 80 114
4309 44 78 316
4310 713 47 442
4315 984 44 56
4317 299 10 229
4321 753 20 22
4324 798 73 213
4329 43 89 469
4330 649 52 163
4330 19 33 410
4331 91 21 278
4332 443 60 371
4332 696 44 413
4333 745 14 246
4336 875 75 237
4338 388 69 430
4340 626 43 281
4342 432 48 276
4343 553 39 397
4346 726 92 193
4346 568 19 492
4348 409 85 112
4350 803 95 399
4355 22 60 357
4360 582 52 155
4360 394 48 422
4362 185 61 83
4367 975 56 207
4369 80 96 143
4369 45 10 346
4377 353 74 84
4380 607 54 147
4380 396 56 158
4383 542 43 183
4386 114 34 301
4391 91 68 308
4391 35 67 399
4392 929 87 250
4392 365 31 257
4395 194 55 321
4397 314 89 474
4401 681 96 246
4403 620 23 464
4405 640 37 280
4408 187 49 147
4409 126 63 275
4409 660 74 291
4410 318 15 276
4411 501 75 132
4414 504 69 218
4417 206 14 113
4417 188 75 288
4418 510 97 124
4433 207 34 114
4433 330 20 323
4434 838 83 364
4437 370 11 55
4438 518 93 144
4441 981 72 487
4444 410 20 164
4444 156 76 445
4446 156 67 260
4447 793 59 293
4450 679 95 146
4452 646 34 91
4453 355 67 401
4456 758 19 409
4459 230 53 321
4460 880 62 261
4461 671 27 313
4465 289 96 443
4466 909 61 182
4466 799 38 347
4469 729 34 109
4469 935 12 176
4472 871 95 224
4473 411 15 136
4479 348 23 41
4483 242 66 316
4484 269 68 328
4484 294 37 386
4489 806 83 198
4489 207 98 351
4490 249 98 378
4491 558 70 250
4492 403 37 168
4494 179 40 370
4497 848 15 50
4497 968 26 158
4497 714 23 163
4500 711 64 174
4500 934 34 207
4501 426 96 149
4502 169 58 135
4502 428 96 380
4503 615 49 162
4503 431 84 437
4504 380 68 468
4506 675 78 180
4509 711 63 84
4514 129 81 321
4518 432 50 104
4521 277 14 400
4523 413 52 169
4526 654 58 67
4526 515 74 371
4527 577 92 447
4531 674 95 313
4533 692 95 201
4533 975 10 337
4533 116 38 398
4533 839 42 401
4533 113 80 489
4539 795 100 480
4541 756 29 119
4550 794 14 20
4551 986 34 106
4551 122 26 162
4552 721 24 262
4552 173 28 311
4553 228 81 300
4553 61 69 500
4555 61 79 469
4562 299 85 344
4562 121 100 393
4565 50 97 312
4565 667 58 469
4575 608 20 496
4582 668 29 150
4594 824 42 436
4595 302 26 187
4602 897 39 431
4604 398 62 339
4605 986 52 92
4608 533 37 419
4610 622 39 331
4610 655 100 331
4612 468 100 428
4615 984 54 446
4620 360 10 400
4629 556 90 154
4629 141 67 362
4630 389 65 358
4630 812 24 390
4630 568 83 451
4631 862 71 131
4631 330 26 403
4635 380 90 404
4636 272 17 52
4637 534 26 192
4641 316 80 208
4642 808 76 347
4646 926 32 229
4649 432 31 367
4658 693 15 204
4660 56 88 258
4664 667 19 50
4671 572 38 435
4676 122 23 62
4679 749 83 214
4684 61 38 272
4688 64 53 242
4690 620 24 106
4690 974 85 277
4695 462 36 305
4697 255 35 439
4702 620 90 247
4706 43 49 376
4706 735 12 421
4707 425 64 104
4707 284 82 169
4707 298 64 447
4710 378 80 355
4712 194 53 86
4715 487 83 327
4718 703 96 211
4720 597 100 175
4726 906 76 490
4727 717 81 254
4727 803 16 433
4729 490 83 404
4729 508 53 485
4734 285 87 169
4740 971 78 302
4744 211 52 379
4745 467 99 412
4749 319 92 485
4753 33 18 280
4760 468 92 328
4761 325 63 108
4763 405 69 305
4764 400 76 238
4767 373 64 282
4767 378 27 485
4768 142 67 151
4781 621 69 306
4783 205 72 96
4788 312 44 48
4789 455 94 150
4790 143 10 64
4793 607 41 42
4794 999 78 475
4798 510 80 474
4803 182 30 350
4804 457 40 452
4805 235 75 381
4806 320 48 92
4807 782 24 313
4808 232 94 274
4810 488 63 363
4811 512 46 112
4816 641 12 249
4816 272 35 298
4818 857 18 192
4818 444 55 459
4820 279 59 394
4821 79 80 191
4822 645 96 109
4826 609 75 188
4826 315 100 496
4827 384 79 312
4833 81 34 199
4835 89 16 323
4837 302 96 318
4838 535 34 220
4839 530 38 388
